"Date","League","Team","Opp.","Venue","Phase","Coach","Opp. coach","OT/SO","PTS","Leading%","Tied%","Trailing%","TOI","GF","GA","G±","EQ TOI","EQ GF","EQ GA","EQ G±","PP OP","PP%","PP TOI","PP GF","PP GA","PP G±","SH SI","PK%","SH TOI","SH GF","SH GA","SH G±","SH%","SV%","PDO","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","SMF","SPF","SBF","SMA","SPA","SBA","FOW","FOL","FO%","# 0'","# 2'","# 5'","# 10'","# 20'","PIM","Spectators"
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000397' target='_blank'>2022-04-14</a>,National League,HCD,EVZ,home,Playoffs,Christian Wohlwend,Dan Tangnes,OT,1,35.83,64.17,0,60.8,1,2,-1,52.8,1,2,-1,1,0,2,0,0,0,3,100,6,0,0,0,5.26,94.74,100,40,78,33.9,24,47,33.8,19,38,33.33,4,1,16,7,2,31,21,34,38.18,0,3,0,0,0,6,6547
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000395' target='_blank'>2022-04-12</a>,National League,HCD,EVZ,away,Playoffs,Christian Wohlwend,Dan Tangnes,,0,0,8.64,91.36,60,0,3,-3,52,0,3,-3,2,0,4,0,0,0,3,100,4,0,0,0,0,94.12,94.12,56,67,45.53,39,53,42.39,25,35,41.67,14,0,17,17,1,14,21,31,40.38,0,4,0,0,0,8,7200
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000393' target='_blank'>2022-04-10</a>,National League,HCD,EVZ,home,Playoffs,Christian Wohlwend,Dan Tangnes,,0,40.53,59.06,0.42,60,1,2,-1,46.1,1,1,0,3,0,6,0,0,0,5,80,7.9,0,1,-1,4.35,95.24,99.59,44,71,38.26,31,54,36.47,23,42,35.38,8,0,13,12,0,17,26,23,53.06,0,5,0,0,1,30,6007
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000391' target='_blank'>2022-04-08</a>,National League,HCD,EVZ,away,Playoffs,Christian Wohlwend,Dan Tangnes,,0,0,40.81,59.19,60,0,3,-3,46.6,0,1,-1,3,0,6,0,0,0,6,66.67,7.4,0,2,-2,0,93.55,93.55,46,53,46.46,33,41,44.59,20,32,38.46,13,0,13,8,1,12,27,29,48.21,0,6,0,0,0,12,7200
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000388' target='_blank'>2022-04-06</a>,National League,HCD,SCRJ,away,Playoffs,Christian Wohlwend,Stefan Hedlund,,3,58.69,41.31,0,60,3,1,2,51.8,3,0,3,2,0,2.4,0,0,0,4,75,5.7,0,1,-1,17.65,96.97,114.62,35,70,33.33,20,45,30.77,17,33,34,2,1,15,10,2,25,19,21,47.5,0,5,0,0,0,10,6100
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000384' target='_blank'>2022-04-04</a>,National League,HCD,SCRJ,home,Playoffs,Christian Wohlwend,Stefan Hedlund,,3,80.22,19.78,0,60,7,3,4,55,4,2,2,3,100,3.8,3,0,3,1,0,1.2,0,1,-1,31.82,88.46,120.28,40,60,40,30,37,44.78,22,26,45.83,7,1,10,10,1,23,14,37,27.45,0,1,0,0,0,2,5230
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000380' target='_blank'>2022-04-02</a>,National League,HCD,SCRJ,away,Playoffs,Christian Wohlwend,Stefan Hedlund,OT,2,0,65.43,34.57,83.3,3,2,1,69.7,2,0,2,2,50,3.4,1,0,1,6,66.67,10.3,0,2,-2,8.82,96.08,104.9,63,91,40.91,37,67,35.58,34,51,40,3,0,26,10,6,24,33,38,46.48,0,8,0,0,0,16,6100
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000376' target='_blank'>2022-03-31</a>,National League,HCD,SCRJ,home,Playoffs,Christian Wohlwend,Stefan Hedlund,,3,81.19,18.81,0,60,2,0,2,49,2,0,2,2,0,4,0,0,0,2,100,7,0,0,0,10,100,110,42,58,42,27,44,38.03,20,34,37.04,7,0,15,10,0,14,19,28,40.43,0,2,1,0,1,29,5096
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000372' target='_blank'>2022-03-29</a>,National League,HCD,SCRJ,away,Playoffs,Christian Wohlwend,Stefan Hedlund,,0,0,44.53,55.47,60,0,4,-4,41.2,0,1,-1,3,0,6,0,0,0,6,50,12.8,0,3,-3,0,84.62,84.62,69,52,57.02,43,37,53.75,25,26,49.02,16,2,26,11,0,15,15,27,35.71,0,4,1,0,1,33,6100
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000368' target='_blank'>2022-03-27</a>,National League,HCD,SCRJ,home,Playoffs,Christian Wohlwend,Stefan Hedlund,,0,0,34.64,65.36,60,1,4,-3,50.9,0,4,-4,4,25,6.1,1,0,1,2,100,3,0,0,0,2.7,75,77.7,76,37,67.26,51,26,66.23,37,16,69.81,12,2,25,8,2,11,23,30,43.4,1,5,0,0,0,10,5187
